1
12	14	31
13	303008	63
13	9	64
13	11	51
13	12	25	43
13	14	23	31	44
14	303008	63
14	9	64
14	11	51
14	13	23	43
14	150020	30	31	34
14	15	30
14	16	33	44
15	18	36	46
15	17	7	38	44
15	19	10	30	45
15	150022	29	31	34	35	23	43
15	14	29
15	34	55
16	14	1
17	15	38	43
17	312596	39
17	412021	7
17	412597	41	42	44	69
17	27	41
18	15	38	11	45
19	15	10	29	43
19	311028	45	36
19	311029	46	37
19	311030	44	7
19	32	45
19	35074	49
19	211032	49
19	74	66
20	0	1
21	0	1
22	15	1
27	312596	39
27	412021	7
27	412597	41	42	43	69
27	17	41
27	40	45
27	41	44
28	19	38	11	46
28	33	45	55
28	36	30	52
29	19	38	11	45
30	19	38	11	43
30	62	44	29
32	19	1
33	3	65
33	28	46
33	34	43	53	54
33	35	44
34	33	30	55
34	15	29
35	33	43	55
35	20	39
36	37	43	17
36	28	29	52
36	39	44
36	65	70
37	36	44	17
37	38	30	31	56
38	37	56	29	11
38	595	60	14	30	4	5
39	36	43	23
39	64	30	52	58
39	65	70
40	41	1
41	42	46	29	23	56
41	27	43
41	59	45
41	60	44	17
42	41	29
42	42	45
42	43	43
42	45	46
43	42	44
43	44	46
43	45	43
44	43	43
44	48	30
44	50	46
45	42	44
45	43	45
45	46	43
45	47	46
46	45	44	11
47	45	43	11
48	44	29	11
49	50	43
49	51	44
50	44	43
50	49	44
50	51	30
50	52	46
51	49	44
51	50	29
51	52	43
51	53	46
52	50	44
52	51	43
52	52	46
52	53	29
52	55	45
53	51	44
53	52	45
53	54	46
54	53	44	11
55	52	44
55	55	45
55	56	30
55	57	43
56	55	29	11
57	13	30	56
57	55	44
57	58	46
58	57	43	11
59	27	1
60	41	43	29	17
60	61	44
60	62	45	30	52
61	60	43
61	62	45
62	60	44
62	63	45
62	30	43
62	61	46
63	62	46	11
64	39	29	56	59
64	65	44	70
65	64	43
65	66	44
65	80556	46
65	68	61
65	80556	29
65	50070	29
65	39	29
65	60556	45
65	75072	45
65	71	45
65	556	30
66	65	47
66	67	44
66	80556	46
66	77	25
66	556	50
67	66	43
68	69	29	56
68	65	45
69	68	30	61
70	71	45
70	65	30	23
71	65	48
71	70	46
72	65	70
72	73	45
73	72	46	17	11
74	19	43
74	75	30
75	76	46
75	77	45
76	75	45
77	75	43
77	78	44
77	66	45	17
78	77	46
79	3	1
-1
4
2	ROAD
2	HILL
3	ENTER
4	UPSTR
5	DOWNS
6	FORES
7	FORWA
7	CONTI
7	ONWAR
8	BACK
8	RETUR
8	RETRE
9	VALLE
10	STAIR
11	OUT
11	OUTSI
11	EXIT
11	LEAVE
12	BUILD
12	HOUSE
13	GULLY
14	STREA
15	ROCK
16	BED
17	CRAWL
18	COBBL
19	INWAR
19	INSID
19	IN
20	SURFA
21	NULL
21	NOWHE
22	DARK
23	PASSA
23	TUNNE
24	LOW
25	CANYO
29	UPWAR
29	UP
29	U
29	ABOVE
29	ASCEN
30	D
30	DOWNW
30	DOWN
30	DESCE
31	PIT
32	OUTDO
33	CRACK
34	STEPS
35	DOME
36	LEFT
37	RIGHT
38	HALL
39	JUMP
41	OVER
42	ACROS
43	EAST
43	E
44	WEST
44	W
45	NORTH
45	N
46	SOUTH
46	S
47	NE
48	SE
49	SW
50	NW
51	DEBRI
52	HOLE
53	WALL
54	BROKE
55	Y2
56	CLIMB
57	LOOK
57	EXAMI
57	TOUCH
57	DESCR
58	FLOOR
59	ROOM
60	SLIT
61	SLAB
61	SLABR
62	XYZZY
63	DEPRE
64	ENTRA
65	PLUGH
66	SECRE
67	CAVE
69	CROSS
70	BEDQU
1001	KEYS
1001	KEY
1002	LAMP
1002	HEADL
1002	LANTE
1003	GRATE
1004	CAGE
1005	ROD
1007	STEPS
1008	BIRD
1011	SNAKE
1012	FISSU
1017	DWARF
1017	DWARV
1018	KNIFE
1018	KNIVE
1019	FOOD
1019	RATIO
1020	BOTTL
1020	JAR
1021	WATER
1021	H2O
1028	AXE
1050	GOLD
1050	NUGGE
1051	DIAMO
1052	SILVE
1052	BARS
1053	JEWEL
1054	COINS
1055	CHEST
1055	BOX
1055	TREAS
2001	CARRY
2001	TAKE
2001	KEEP
2001	CATCH
2001	STEAL
2001	CAPTU
2001	GET
2001	TOTE
2002	DROP
2002	RELEA
2002	FREE
2002	DISCA
2002	DUMP
2003	SAY
2003	CHANT
2003	SING
2003	UTTER
2003	MUMBL
2004	UNLOC
2004	OPEN
2005	NOTHI
2006	LOCK
2006	CLOSE
2007	LIGHT
2007	ON
2008	EXTIN
2008	OFF
2009	WAVE
2009	SHAKE
2009	SWING
2010	CALM
2010	PLACA
2010	TAME
2011	WALK
2011	RUN
2011	TRAVE
2011	GO
2011	PROCE
2011	CONTI
2011	EXPLO
2011	GOTO
2011	FOLLO
2011	TURN
2012	ATTAC
2012	KILL
2012	FIGHT
2012	HIT
2012	STRIK
2013	POUR
2014	EAT
2014	DEVOU
2015	DRINK
2016	RUB
2017	THROW
2018	QUIT
2019	FIND
2019	WHERE
3050	SESAM
3050	OPENS
3050	ABRA
3050	ABRAC
3050	SHAZA
3050	HOCUS
3050	POCUS
3051	HELP
3051	?
3064	TREE
3064	TREES
3066	DIG
3066	EXCAV
3068	LOST
3069	MIST
3079	FUCK
3139	STOP
3142	INFO
3142	INFOR
3147	SWIM
-1
5
1	SET OF KEYS
000	THERE ARE SOME KEYS ON THE GROUND HERE.
2	BRASS LANTERN
000	THERE IS A SHINY BRASS LAMP NEARBY.
100	THERE IS A LAMP SHINING NEARBY.
3	*GRATE
000	THE GRATE IS LOCKED.
100	THE GRATE IS OPEN.
4	WICKER CAGE
000	THERE IS A SMALL WICKER CAGE DISCARDED NEARBY.
5	BLACK ROD
000	A THREE FOOT BLACK ROD WITH A RUSTY STAR ON AN END LIES NEARBY.
7	*STEPS
000	ROUGH STONE STEPS LEAD DOWN THE PIT.
100	ROUGH STONE STEPS LEAD UP THE DOME.
8	LITTLE BIRD IN CAGE
000	A CHEERFUL LITTLE BIRD IS SITTING HERE SINGING.
100	THERE IS A LITTLE BIRD IN THE CAGE.
11	*SNAKE
000	A HUGE GREEN FIERCE SNAKE BARS THE WAY!
100	>$<  (CHASED AWAY)
12	*FISSURE
000	>$<
100	A CRYSTAL BRIDGE NOW SPANS THE FISSURE.
200	THE CRYSTAL BRIDGE HAS VANISHED!
19	TASTY FOOD
000	THERE IS FOOD HERE.
20	SMALL BOTTLE
000	THERE IS A BOTTLE OF WATER HERE.
100	THERE IS AN EMPTY BOTTLE HERE.
200	THERE IS A BOTTLE OF OIL HERE.
21	WATER IN THE BOTTLE
28	DWARF'S AXE
000	THERE IS A LITTLE AXE HERE.
100	THERE IS A LITTLE AXE LYING BESIDE THE BEAR.
50	LARGE GOLD NUGGET
000	THERE IS A LARGE SPARKLING NUGGET OF GOLD HERE!
51	SEVERAL DIAMONDS
000	THERE ARE DIAMONDS HERE!
52	BARS OF SILVER
000	THERE ARE BARS OF SILVER HERE!
53	PRECIOUS JEWELRY
000	THERE IS PRECIOUS JEWELRY HERE!
54	RARE COINS
000	THERE ARE MANY COINS HERE!
55	TREASURE CHEST
-1
6
1	SOMEWHERE NEARBY IS COLOSSAL CAVE, WHERE OTHERS HAVE FOUND
1	FORTUNES IN TREASURE AND GOLD, THOUGH IT IS RUMORED
1	THAT SOME WHO ENTER ARE NEVER SEEN AGAIN. MAGIC IS SAID
1	TO WORK IN THE CAVE.  I WILL BE YOUR EYES AND HANDS. DIRECT
1	ME WITH COMMANDS OF 1 OR 2 WORDS.
1	(ERRORS, SUGGESTIONS, COMPLAINTS TO CROWTHER)
1	(IF STUCK TYPE HELP FOR SOME HINTS)
2	A LITTLE DWARF WITH A BIG KNIFE BLOCKS YOUR WAY.
3	A LITTLE DWARF JUST WALKED AROUND A CORNER, SAW YOU, THREW A LITTLE
3	AXE AT YOU WHICH MISSED, CURSED, AND RAN AWAY.
4	THERE IS A THREATENING LITTLE DWARF IN THE ROOM WITH YOU!
5	ONE SHARP NASTY KNIFE IS THROWN AT YOU!
6	NONE OF THEM HIT YOU!
7	ONE OF THEM GETS YOU!
8	A HOLLOW VOICE SAYS "PLUGH".
9	THERE IS NO WAY TO GO THAT DIRECTION.
10	I AM UNSURE HOW YOU ARE FACING.  USE COMPASS POINTS OR NEARBY OBJECTS.
11	I DON'T KNOW IN FROM OUT HERE.	USE COMPASS POINTS OR NAME SOMETHING
11	IN THE GENERAL DIRECTION YOU WANT TO GO.
12	I DON'T KNOW HOW TO APPLY THAT WORD HERE.
13	I DON'T UNDERSTAND THAT!
14	I'M GAME.  WOULD YOU CARE TO EXPLAIN HOW?
15	SORRY, BUT I AM NOT ALLOWED TO GIVE MORE DETAIL.  I WILL REPEAT THE
15	LONG DESCRIPTION OF YOUR LOCATION.
16	IT IS NOW PITCH DARK.  IF YOU PROCEED YOU WILL LIKELY FALL INTO A PIT.
17	IF YOU PREFER, SIMPLY TYPE W RATHER THAN WEST.
18	ARE YOU TRYING TO CATCH THE BIRD?
19	THE BIRD IS FRIGHTENED RIGHT NOW AND YOU CANNOT CATCH IT NO MATTER
19	WHAT YOU TRY.  PERHAPS YOU MIGHT TRY LATER.
20	ARE YOU TRYING TO SOMEHOW DEAL WITH THE SNAKE?
21	YOU CAN'T KILL THE SNAKE, OR DRIVE IT AWAY, OR AVOID IT, OR ANYTHING
21	LIKE THAT.  THERE IS A WAY TO GET BY, BUT YOU DON'T HAVE THE NECESSARY
21	RESOURCES RIGHT NOW.
22	DO YOU REALLY WANT TO QUIT NOW?
23	YOU FELL INTO A PIT AND BROKE EVERY BONE IN YOUR BODY!
24	YOU ARE ALREADY CARRYING IT!
25	YOU CAN'T BE SERIOUS!
26	THE BIRD WAS UNAFRAID WHEN YOU ENTERED, BUT AS YOU APPROACH IT BECOMES
26	DISTURBED AND YOU CANNOT CATCH IT.
27	YOU CAN CATCH THE BIRD, BUT YOU CANNOT CARRY IT.
28	THERE IS NOTHING HERE WITH A LOCK!
29	YOU AREN'T CARRYING IT!
30	THE LITTLE BIRD ATTACKS THE GREEN SNAKE, AND IN AN ASTOUNDING FLURRY
30	DRIVES THE SNAKE AWAY.
31	YOU HAVE NO KEYS!
32	IT HAS NO LOCK.
33	I DON'T KNOW HOW TO LOCK OR UNLOCK SUCH A THING.
34	IT WAS ALREADY LOCKED.
35	THE GRATE IS NOW LOCKED.
36	THE GRATE IS NOW UNLOCKED.
37	IT WAS ALREADY UNLOCKED.
38	YOU HAVE NO SOURCE OF LIGHT.
39	YOUR LAMP IS NOW ON.
40	YOUR LAMP IS NOW OFF.
41	THERE IS NO WAY TO GET PAST THE BEAR TO UNLOCK THE CHAIN, WHICH IS
41	PROBABLY JUST AS WELL.
42	NOTHING HAPPENS.
43	WHERE?
44	THERE IS NOTHING HERE TO ATTACK.
45	THE LITTLE BIRD IS NOW DEAD.  ITS BODY DISAPPEARS.
46	ATTACKING THE SNAKE BOTH DOESN'T WORK AND IS VERY DANGEROUS.
47	YOU KILLED A LITTLE DWARF.
48	YOU ATTACK A LITTLE DWARF, BUT HE DODGES OUT OF THE WAY.
49	WITH WHAT?  YOUR BARE HANDS?
50	GOOD TRY, BUT THAT IS AN OLD WORN-OUT MAGIC WORD.
51	I KNOW OF PLACES, ACTIONS, AND THINGS.	MOST OF MY VOCABULARY
51	DESCRIBES PLACES AND IS USED TO MOVE YOU THERE.  TO MOVE, TRY WORDS
51	LIKE FOREST, BUILDING, DOWNSTREAM, ENTER, EAST, WEST, NORTH, SOUTH,
51	UP, OR DOWN.  I KNOW ABOUT A FEW SPECIAL OBJECTS, LIKE A BLACK ROD
51	HIDDEN IN THE CAVE.  THESE OBJECTS CAN BE MANIPULATED USING SOME OF
51	THE ACTION WORDS THAT I KNOW.  USUALLY YOU WILL NEED TO GIVE BOTH THE
51	OBJECT AND ACTION WORDS (IN EITHER ORDER), BUT SOMETIMES I CAN INFER
51	THE OBJECT FROM THE VERB ALONE.  SOME OBJECTS ALSO IMPLY VERBS; IN
51	PARTICULAR, "INVENTORY" IMPLIES "TAKE INVENTORY", WHICH CAUSES ME TO
51	GIVE YOU A LIST OF WHAT YOU'RE CARRYING.  THE OBJECTS HAVE SIDE
51	EFFECTS; FOR INSTANCE, THE ROD SCARES THE BIRD.  USUALLY PEOPLE HAVING
51	TROUBLE MOVING JUST NEED TO TRY A FEW MORE WORDS.  USUALLY PEOPLE
51	TRYING UNSUCCESSFULLY TO MANIPULATE AN OBJECT ARE ATTEMPTING SOMETHING
51	BEYOND THEIR (OR MY!) CAPABILITIES AND SHOULD TRY A COMPLETELY
51	DIFFERENT TACK.  TO SPEED THE GAME YOU CAN SOMETIMES MOVE LONG
51	DISTANCES WITH A SINGLE WORD.  FOR EXAMPLE, "BUILDING" USUALLY GETS
51	YOU TO THE BUILDING FROM ANYWHERE ABOVE GROUND EXCEPT WHEN LOST IN THE
51	FOREST.  ALSO, NOTE THAT CAVE PASSAGES TURN A LOT, AND THAT LEAVING A
51	ROOM TO THE NORTH DOES NOT GUARANTEE ENTERING THE NEXT FROM THE SOUTH.
51	GOOD LUCK!
52	IT MISSES!
53	IT GETS YOU!
54	OK
55	YOU CAN'T UNLOCK THE KEYS.
56	YOU HAVE CRAWLED AROUND IN SOME LITTLE HOLES AND WOUND UP BACK IN THE
56	MAIN PASSAGE.
57	I DON'T KNOW WHERE THE CAVE IS, BUT HEREABOUTS NO STREAM CAN RUN ON
57	THE SURFACE FOR LONG.  I WOULD TRY THE STREAM.
58	I NEED MORE DETAILED INSTRUCTIONS TO DO THAT.
59	I CAN ONLY TELL YOU WHAT YOU SEE AS YOU MOVE ABOUT AND MANIPULATE
59	THINGS.  I CANNOT TELL YOU WHERE REMOTE THINGS ARE.
60	I DON'T KNOW THAT WORD.
61	WHAT?
62	ARE YOU TRYING TO GET INTO THE CAVE?
63	THE GRATE IS VERY SOLID AND HAS A HARDENED STEEL LOCK.	YOU CANNOT
63	ENTER WITHOUT A KEY, AND THERE ARE NO KEYS NEARBY.  I WOULD RECOMMEND
63	LOOKING ELSEWHERE FOR THE KEYS.
64	THE TREES OF THE FOREST ARE LARGE HARDWOOD OAK AND MAPLE, WITH AN
64	OCCASIONAL GROVE OF PINE OR SPRUCE.  THERE IS QUITE A BIT OF UNDER-
64	GROWTH, LARGELY BIRCH AND ASH SAPLINGS PLUS NONDESCRIPT BUSHES OF
64	VARIOUS SORTS.	THIS TIME OF YEAR VISIBILITY IS QUITE RESTRICTED BY
64	ALL THE LEAVES, BUT TRAVEL IS QUITE EASY IF YOU DETOUR AROUND THE
64	SPRUCE AND BERRY BUSHES.
65	WELCOME TO ADVENTURE!!	WOULD YOU LIKE INSTRUCTIONS?
